habitable_surface,bedrooms_count,post_code,num_facade,target
173.0,3.0,4020,3.0,315000.0
152.0,4.0,4610,3.0,470000.0
155.0,3.0,7190,4.0,220000.0
188.0,4.0,2070,4.0,879000.0
183.0,4.0,4610,3.0,135000.0
358.0,5.0,1970,3.0,895000.0
198.0,4.0,2630,2.0,535000.0
173.0,3.0,4020,3.0,315000.0
120.0,2.0,6747,2.0,170000.0
162.0,4.0,7321,4.0,300000.0
107.0,3.0,1150,3.0,475000.0
150.0,4.0,7000,3.0,280000.0
181.0,3.0,1780,3.0,449000.0
208.0,3.0,2560,3.0,335000.0
358.0,5.0,1970,3.0,895000.0
77.0,2.0,4610,3.0,229000.0
290.0,5.0,7100,2.0,195000.0
120.0,4.0,8434,4.0,495000.0
255.0,2.0,6183,4.0,325000.0
200.0,4.0,4000,2.0,410000.0
358.0,5.0,1970,3.0,895000.0
239.0,5.0,5660,4.0,348000.0
358.0,5.0,1970,3.0,895000.0
100.0,2.0,6224,3.0,280000.0
133.0,2.0,9030,3.0,349000.0
207.0,5.0,9600,2.0,285000.0
200.0,3.0,7040,3.0,230000.0
225.0,4.0,3320,2.0,195000.0
140.0,2.0,2930,4.0,325000.0
278.0,5.0,1650,4.0,700000.0
100.0,2.0,6224,3.0,280000.0
155.0,3.0,7190,4.0,220000.0
100.0,2.0,6224,3.0,280000.0
155.0,3.0,7190,4.0,220000.0
155.0,3.0,7190,4.0,220000.0
141.0,4.0,5377,4.0,220000.0
107.0,3.0,1150,3.0,475000.0
100.0,2.0,1390,4.0,195000.0
140.0,3.0,6032,4.0,295000.0
183.0,4.0,4610,3.0,135000.0
183.0,4.0,4610,3.0,135000.0
77.0,2.0,4610,3.0,229000.0
114.0,3.0,4560,4.0,219000.0
100.0,2.0,6700,4.0,185000.0
77.0,2.0,4610,3.0,229000.0
72.0,2.0,4020,3.0,79000.0
120.0,2.0,6230,3.0,150000.0
183.0,4.0,4610,3.0,135000.0
155.0,3.0,7190,4.0,220000.0
183.0,4.0,4610,3.0,135000.0
77.0,2.0,4610,3.0,229000.0
121.0,3.0,7141,2.0,99000.0
155.0,5.0,9600,3.0,185000.0
100.0,2.0,6224,3.0,280000.0
110.0,2.0,5190,3.0,190000.0
230.0,4.0,4350,2.0,100000.0
257.0,3.0,2520,3.0,549000.0
148.0,3.0,3271,3.0,420000.0
102.0,2.0,8000,2.0,299000.0
290.0,3.0,3830,4.0,695000.0
160.0,4.0,4540,2.0,145000.0
183.0,4.0,4610,3.0,135000.0
358.0,5.0,1970,3.0,895000.0
189.0,4.0,1300,4.0,380000.0
100.0,2.0,6224,3.0,280000.0
77.0,2.0,4610,3.0,229000.0
160.0,4.0,1020,2.0,325000.0
164.0,4.0,3300,4.0,420000.0
140.0,4.0,4400,4.0,210000.0
236.0,4.0,1410,4.0,599000.0
135.0,3.0,7331,4.0,259000.0
114.0,2.0,7712,2.0,135000.0
346.0,3.0,4900,4.0,890000.0
120.0,4.0,6747,4.0,290000.0
358.0,5.0,1970,3.0,895000.0
260.0,4.0,1060,2.0,595000.0
230.0,5.0,1082,3.0,565000.0
65.0,2.0,5540,4.0,85000.0
173.0,3.0,4020,3.0,315000.0
180.0,4.0,2950,2.0,348000.0
240.0,5.0,1470,4.0,650000.0
183.0,4.0,4610,3.0,135000.0
107.0,3.0,1150,3.0,475000.0
168.0,2.0,1540,3.0,375000.0
180.0,3.0,7180,3.0,265000.0
107.0,3.0,1150,3.0,475000.0
365.0,5.0,3078,4.0,720000.0
155.0,3.0,7190,4.0,220000.0
155.0,3.0,7190,4.0,220000.0
130.0,3.0,4430,3.0,249000.0
150.0,4.0,7060,2.0,195000.0
200.0,5.0,1950,3.0,795000.0
100.0,2.0,6224,3.0,280000.0
209.0,4.0,5570,4.0,275000.0
90.0,2.0,9230,2.0,185000.0
107.0,3.0,1150,3.0,475000.0
358.0,5.0,1970,3.0,895000.0
358.0,5.0,1970,3.0,895000.0
123.0,2.0,2845,2.0,239000.0
77.0,2.0,4610,3.0,229000.0
77.0,2.0,4610,3.0,229000.0
358.0,5.0,1970,3.0,895000.0
150.0,3.0,7380,3.0,90000.0
155.0,3.0,7190,4.0,220000.0
200.0,4.0,6724,4.0,390000.0
155.0,3.0,7190,4.0,220000.0
178.0,3.0,9450,4.0,399900.0
224.0,3.0,2460,4.0,380000.0
100.0,2.0,6224,3.0,280000.0
100.0,2.0,6224,3.0,280000.0
247.0,4.0,4121,4.0,495000.0
358.0,5.0,1970,3.0,895000.0
120.0,2.0,9570,3.0,235000.0
100.0,2.0,6224,3.0,280000.0
369.0,5.0,1050,2.0,1100000.0
104.0,3.0,4102,2.0,15000.0
185.0,3.0,2000,2.0,619000.0
160.0,4.0,4052,3.0,100000.0
96.0,3.0,6700,2.0,160000.0
185.0,5.0,1650,3.0,349000.0
155.0,3.0,7190,4.0,220000.0
112.0,2.0,6700,4.0,290000.0
100.0,2.0,6224,3.0,280000.0
172.0,5.0,5060,2.0,200000.0
272.0,4.0,4920,4.0,635000.0
145.0,4.0,4610,4.0,429000.0
193.0,4.0,6183,3.0,199900.0
107.0,3.0,1150,3.0,475000.0
108.0,3.0,9000,3.0,249000.0
155.0,3.0,7190,4.0,220000.0
100.0,2.0,6224,3.0,280000.0
358.0,5.0,1970,3.0,895000.0
155.0,3.0,7190,4.0,220000.0
185.0,5.0,1652,4.0,599000.0
190.0,3.0,6240,3.0,315000.0
100.0,2.0,6224,3.0,280000.0
118.0,2.0,7860,2.0,115000.0
212.0,3.0,9860,4.0,411000.0
155.0,3.0,7190,4.0,220000.0
100.0,2.0,6224,3.0,280000.0
200.0,3.0,5060,3.0,235000.0
150.0,3.0,7141,2.0,170000.0
186.0,3.0,7830,4.0,260000.0
233.0,3.0,9300,3.0,449000.0
258.0,5.0,1200,2.0,850000.0
200.0,3.0,9900,2.0,339000.0
183.0,4.0,4610,3.0,135000.0
183.0,4.0,4610,3.0,135000.0
183.0,4.0,4610,3.0,135000.0
215.0,5.0,2547,3.0,535000.0
77.0,2.0,4610,3.0,229000.0
155.0,3.0,2040,3.0,180000.0
165.0,3.0,4020,3.0,249000.0
155.0,3.0,7190,4.0,220000.0
185.0,3.0,1170,3.0,555000.0
240.0,4.0,1410,3.0,695000.0
155.0,3.0,7190,4.0,220000.0
358.0,5.0,1970,3.0,895000.0
155.0,3.0,1861,4.0,469000.0
223.0,4.0,3000,2.0,635000.0
173.0,3.0,4020,3.0,315000.0
225.0,4.0,8400,2.0,445000.0
180.0,4.0,9300,2.0,245000.0
100.0,2.0,6224,3.0,280000.0
80.0,2.0,3271,4.0,375000.0
215.0,4.0,1050,2.0,825000.0
231.0,3.0,1200,2.0,625000.0
80.0,2.0,4130,4.0,129500.0
93.0,3.0,1470,4.0,298000.0
294.0,5.0,3040,4.0,580000.0
157.0,4.0,4600,4.0,409000.0
194.0,4.0,3960,3.0,258000.0
210.0,5.0,4802,3.0,501000.0
95.0,2.0,4030,3.0,99000.0
140.0,4.0,4160,4.0,269000.0
225.0,4.0,7340,2.0,125000.0
182.0,4.0,2830,2.0,299000.0
164.0,4.0,5580,3.0,140000.0
155.0,3.0,7190,4.0,220000.0
160.0,4.0,1620,2.0,425000.0
109.0,2.0,4032,2.0,120000.0
215.0,4.0,2470,4.0,420000.0
100.0,2.0,6224,3.0,280000.0
100.0,2.0,6224,3.0,280000.0
392.0,3.0,8300,4.0,1295000.0
165.0,3.0,4630,4.0,185000.0
100.0,2.0,6224,3.0,280000.0
95.0,2.0,7850,2.0,185000.0
137.0,2.0,7080,2.0,125000.0
142.0,5.0,7860,2.0,186000.0
168.0,3.0,7134,2.0,140000.0
116.0,2.0,9100,3.0,170000.0
155.0,3.0,7190,4.0,220000.0
358.0,5.0,1970,3.0,895000.0
100.0,2.0,6224,3.0,280000.0
245.0,4.0,1500,4.0,745000.0
69.0,2.0,5575,2.0,45000.0
149.0,3.0,1760,3.0,299000.0
304.0,5.0,1180,4.0,1100000.0
358.0,5.0,1970,3.0,895000.0
112.0,3.0,2850,2.0,260000.0
300.0,3.0,1640,2.0,880000.0
137.0,3.0,1640,4.0,495000.0
223.0,4.0,7370,2.0,205000.0
154.0,4.0,2018,3.0,585000.0
160.0,3.0,6043,3.0,165000.0
183.0,4.0,4610,3.0,135000.0
143.0,3.0,9032,2.0,382000.0
210.0,3.0,8500,2.0,319000.0
107.0,3.0,1150,3.0,475000.0
183.0,4.0,4610,3.0,135000.0
173.0,3.0,4020,3.0,315000.0
77.0,2.0,4040,2.0,100000.0
100.0,2.0,6224,3.0,280000.0
358.0,5.0,1970,3.0,895000.0
284.0,3.0,6860,4.0,599000.0
126.0,3.0,2570,2.0,298000.0
360.0,4.0,1080,2.0,399000.0
112.0,2.0,3071,2.0,180000.0
107.0,3.0,1150,3.0,475000.0
249.0,5.0,3581,4.0,370000.0
358.0,5.0,1970,3.0,895000.0
185.0,4.0,6700,4.0,310000.0
173.0,3.0,4020,3.0,315000.0
140.0,3.0,6230,2.0,199900.0
358.0,5.0,1970,3.0,895000.0
100.0,2.0,6224,3.0,280000.0
108.0,3.0,6043,4.0,330000.0
70.0,2.0,7134,2.0,60000.0
200.0,3.0,1200,2.0,665000.0
358.0,5.0,1970,3.0,895000.0
173.0,3.0,4020,3.0,315000.0
178.0,4.0,6927,4.0,375000.0
64.0,2.0,2382,4.0,90000.0
200.0,5.0,1180,2.0,550000.0
136.0,2.0,9230,2.0,268000.0
194.0,4.0,2600,1.0,347000.0
229.0,4.0,6000,3.0,360000.0
100.0,2.0,6224,3.0,280000.0
100.0,2.0,6224,3.0,280000.0
140.0,3.0,4432,2.0,210000.0
100.0,2.0,6224,3.0,280000.0
173.0,3.0,4020,3.0,315000.0
173.0,3.0,4020,3.0,315000.0
240.0,5.0,1190,2.0,649000.0
183.0,4.0,4610,3.0,135000.0
166.0,4.0,9660,4.0,219000.0
358.0,5.0,1970,3.0,895000.0
144.0,3.0,8200,3.0,409000.0
358.0,5.0,1970,3.0,895000.0
160.0,4.0,8200,4.0,645000.0
77.0,2.0,4610,3.0,229000.0
150.0,3.0,2140,2.0,279900.0
173.0,3.0,3806,3.0,329000.0
77.0,2.0,4610,3.0,229000.0
142.0,3.0,9040,2.0,389000.0
182.0,3.0,6250,4.0,270000.0
100.0,2.0,6224,3.0,280000.0
155.0,3.0,7190,4.0,220000.0
77.0,2.0,4610,3.0,229000.0
107.0,3.0,1150,3.0,475000.0
240.0,4.0,1390,4.0,540000.0
77.0,2.0,4610,3.0,229000.0
257.0,3.0,2160,4.0,529000.0
146.0,3.0,4032,2.0,10000.0
140.0,3.0,6040,4.0,215000.0
200.0,2.0,7500,2.0,199000.0
157.0,4.0,2140,2.0,279000.0
358.0,5.0,1970,3.0,895000.0
178.0,3.0,1435,2.0,399000.0
180.0,3.0,1200,3.0,850000.0
358.0,5.0,1970,3.0,895000.0
200.0,3.0,6730,3.0,240000.0
100.0,2.0,6224,3.0,280000.0
270.0,5.0,1180,3.0,900000.0
100.0,2.0,6224,3.0,280000.0
267.0,2.0,4420,2.0,189000.0
358.0,5.0,1970,3.0,895000.0
101.0,2.0,7700,2.0,159000.0
173.0,3.0,4020,3.0,315000.0
120.0,2.0,2100,2.0,279000.0
127.0,3.0,5030,4.0,230000.0
132.0,3.0,2350,3.0,345000.0
125.0,3.0,1652,4.0,365000.0
374.0,4.0,3272,4.0,225000.0
183.0,4.0,4610,3.0,135000.0
259.0,4.0,2060,2.0,649000.0
173.0,3.0,4020,3.0,315000.0
161.0,4.0,4800,2.0,463764.0
233.0,3.0,9680,4.0,595000.0
280.0,4.0,2570,3.0,399000.0
358.0,5.0,1970,3.0,895000.0
144.0,3.0,2845,2.0,265000.0
173.0,3.0,4020,3.0,315000.0
155.0,3.0,7190,4.0,220000.0
77.0,2.0,4610,3.0,229000.0
108.0,2.0,2830,2.0,267000.0
136.0,3.0,4860,2.0,114500.0
200.0,3.0,4000,2.0,335000.0
128.0,3.0,3090,4.0,450000.0
100.0,2.0,6224,3.0,280000.0
110.0,3.0,4100,2.0,164500.0
100.0,2.0,6224,3.0,280000.0
77.0,2.0,4610,3.0,229000.0
155.0,3.0,7190,4.0,220000.0
207.0,5.0,1790,2.0,595000.0
183.0,4.0,4610,3.0,135000.0
200.0,5.0,2018,2.0,469000.0
200.0,3.0,6880,3.0,60000.0
182.0,3.0,4430,3.0,289000.0
155.0,3.0,7190,4.0,220000.0
337.0,5.0,9220,4.0,1299000.0
155.0,3.0,7190,4.0,220000.0
200.0,4.0,1150,3.0,565000.0
205.0,4.0,6041,3.0,249900.0
358.0,5.0,1970,3.0,895000.0
183.0,4.0,4610,3.0,135000.0
400.0,2.0,9680,2.0,249000.0
197.0,5.0,9255,3.0,445000.0
93.0,2.0,5032,4.0,285000.0
197.0,3.0,6567,3.0,165000.0
115.0,3.0,9000,2.0,299000.0
212.0,4.0,9300,2.0,298000.0
183.0,4.0,4610,3.0,135000.0
91.0,3.0,9500,2.0,165000.0
185.0,5.0,3640,4.0,368000.0
193.0,4.0,7090,3.0,360000.0
155.0,3.0,7190,4.0,220000.0
156.0,3.0,1332,3.0,499000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
125.0,3.0,7800,4.0,265000.0
230.0,3.0,1740,4.0,595000.0
318.0,5.0,9470,2.0,455000.0
85.0,2.0,9600,2.0,229000.0
216.0,4.0,4052,4.0,485000.0
173.0,3.0,4020,3.0,315000.0
107.0,3.0,1150,3.0,475000.0
173.0,3.0,4020,3.0,315000.0
230.0,3.0,3051,3.0,571000.0
173.0,3.0,4020,3.0,315000.0
183.0,4.0,4610,3.0,135000.0
90.0,2.0,7340,2.0,295000.0
99.0,2.0,7370,2.0,55000.0
137.0,2.0,9620,3.0,198000.0
100.0,2.0,6224,3.0,280000.0
183.0,4.0,4610,3.0,135000.0
358.0,5.0,1970,3.0,895000.0
155.0,3.0,7190,4.0,220000.0
180.0,4.0,2547,2.0,219000.0
107.0,3.0,1150,3.0,475000.0
217.0,5.0,1390,3.0,375000.0
325.0,2.0,1000,2.0,1100000.0
252.0,4.0,6717,3.0,560000.0
173.0,3.0,4020,3.0,315000.0
100.0,2.0,6224,3.0,280000.0
215.0,3.0,1910,4.0,475000.0
142.0,3.0,2620,2.0,355000.0
200.0,4.0,6929,3.0,269000.0
183.0,4.0,4610,3.0,135000.0
358.0,5.0,1970,3.0,895000.0
120.0,2.0,4570,4.0,65000.0
358.0,5.0,1970,3.0,895000.0
107.0,3.0,1150,3.0,475000.0
93.0,3.0,7134,3.0,169000.0
270.0,4.0,2600,2.0,745000.0
227.0,4.0,6686,4.0,495000.0
155.0,3.0,7190,4.0,220000.0
224.0,4.0,9570,3.0,329000.0
162.0,4.0,2900,4.0,150000.0
125.0,3.0,1380,4.0,495000.0
171.0,3.0,2627,2.0,345000.0
358.0,5.0,1970,3.0,895000.0
127.0,3.0,7300,3.0,95000.0
173.0,3.0,4020,3.0,315000.0
315.0,4.0,1457,4.0,395000.0
54.0,2.0,9620,3.0,120000.0
168.0,3.0,8610,4.0,395000.0
173.0,3.0,4020,3.0,315000.0
220.0,3.0,3140,4.0,655000.0
183.0,4.0,4610,3.0,135000.0
155.0,3.0,7190,4.0,220000.0
182.0,4.0,6464,4.0,155000.0
84.0,3.0,4970,2.0,195000.0
155.0,4.0,2200,3.0,275000.0
142.0,4.0,4041,2.0,279000.0
107.0,3.0,1150,3.0,475000.0
93.0,2.0,9100,2.0,198000.0
250.0,4.0,6220,2.0,325000.0
151.0,3.0,2800,2.0,295000.0
155.0,3.0,7190,4.0,220000.0
77.0,2.0,4610,3.0,229000.0
358.0,5.0,1970,3.0,895000.0
77.0,2.0,4610,3.0,229000.0
102.0,3.0,7973,3.0,125000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
142.0,3.0,6670,4.0,335000.0
156.0,3.0,1120,2.0,440000.0
132.0,2.0,4530,3.0,229000.0
183.0,4.0,4610,3.0,135000.0
265.0,5.0,9300,2.0,599000.0
207.0,3.0,6720,3.0,220000.0
107.0,3.0,1150,3.0,475000.0
173.0,3.0,4020,3.0,315000.0
150.0,3.0,2500,2.0,219000.0
155.0,3.0,7190,4.0,220000.0
157.0,2.0,3350,2.0,150000.0
173.0,3.0,4020,3.0,315000.0
107.0,3.0,1150,3.0,475000.0
358.0,5.0,1970,3.0,895000.0
150.0,3.0,7110,4.0,325000.0
110.0,3.0,5101,4.0,299000.0
110.0,2.0,7070,2.0,169000.0
90.0,2.0,4400,2.0,137000.0
330.0,5.0,7130,2.0,299000.0
165.0,3.0,4420,2.0,225000.0
165.0,4.0,2390,4.0,549500.0
95.0,3.0,6040,2.0,120000.0
226.0,3.0,3110,4.0,595000.0
310.0,4.0,1200,2.0,875000.0
182.0,2.0,2140,2.0,345000.0
312.0,5.0,2900,4.0,1075000.0
358.0,5.0,1970,3.0,895000.0
173.0,3.0,4020,3.0,315000.0
374.0,5.0,3210,4.0,1095000.0
220.0,3.0,5600,3.0,270000.0
358.0,5.0,1970,3.0,895000.0
100.0,2.0,6224,3.0,280000.0
155.0,3.0,7190,4.0,220000.0
166.0,4.0,4020,3.0,186000.0
160.0,4.0,4500,2.0,140000.0
164.0,3.0,4800,2.0,367093.0
166.0,2.0,6061,3.0,99000.0
183.0,4.0,4610,3.0,135000.0
143.0,2.0,3270,2.0,275000.0
107.0,3.0,1150,3.0,475000.0
173.0,3.0,4020,3.0,315000.0
183.0,4.0,4610,3.0,135000.0
231.0,4.0,6791,3.0,400000.0
100.0,2.0,6224,3.0,280000.0
253.0,3.0,9150,4.0,649000.0
100.0,2.0,6224,3.0,280000.0
115.0,2.0,4500,2.0,129000.0
180.0,4.0,6110,2.0,295000.0
242.0,3.0,7190,2.0,225000.0
173.0,3.0,4020,3.0,315000.0
128.0,2.0,7100,2.0,145000.0
195.0,3.0,2980,4.0,519000.0
100.0,2.0,6224,3.0,280000.0
157.0,2.0,2890,2.0,187000.0
177.0,4.0,3472,3.0,475000.0
173.0,2.0,6030,2.0,160000.0
143.0,2.0,9190,2.0,235000.0
185.0,3.0,1730,3.0,317500.0
187.0,3.0,1300,4.0,690000.0
162.0,2.0,1020,2.0,295000.0
358.0,5.0,1970,3.0,895000.0
155.0,3.0,7190,4.0,220000.0
113.0,3.0,4121,4.0,285000.0
270.0,5.0,4053,4.0,595000.0
204.0,3.0,4300,2.0,269000.0
180.0,4.0,2950,2.0,348000.0
132.0,3.0,7903,4.0,294000.0
90.0,3.0,4430,2.0,150000.0
183.0,4.0,4610,3.0,135000.0
236.0,3.0,2382,4.0,698000.0
210.0,3.0,2520,4.0,599000.0
203.0,4.0,9400,4.0,775000.0
220.0,5.0,9500,4.0,469000.0
183.0,4.0,4610,3.0,135000.0
183.0,4.0,4610,3.0,135000.0
262.0,4.0,1160,3.0,850000.0
149.0,2.0,6460,3.0,120000.0
150.0,3.0,1420,4.0,580000.0
140.0,3.0,2020,2.0,219000.0
155.0,3.0,7190,4.0,220000.0
100.0,2.0,6224,3.0,280000.0
180.0,4.0,1790,2.0,279000.0
164.0,4.0,2860,2.0,469000.0
155.0,3.0,7190,4.0,220000.0
120.0,3.0,7301,3.0,170000.0
186.0,3.0,2290,3.0,274000.0
107.0,3.0,1150,3.0,475000.0
100.0,2.0,6224,3.0,280000.0
358.0,5.0,1970,3.0,895000.0
183.0,4.0,4610,3.0,135000.0
173.0,3.0,4020,3.0,315000.0
293.0,4.0,2070,3.0,399000.0
93.0,2.0,6220,3.0,115000.0
189.0,3.0,9700,3.0,190000.0
124.0,3.0,8800,2.0,238500.0
280.0,4.0,1330,4.0,795000.0
261.0,5.0,4960,4.0,359000.0
358.0,5.0,1970,3.0,895000.0
100.0,2.0,6224,3.0,280000.0
181.0,5.0,4480,4.0,265000.0
130.0,3.0,1480,3.0,260000.0
183.0,4.0,4610,3.0,135000.0
150.0,5.0,4000,2.0,470000.0
128.0,2.0,5500,2.0,165000.0
143.0,3.0,4340,3.0,240000.0
165.0,4.0,4920,3.0,235000.0
150.0,3.0,2000,2.0,575000.0
124.0,2.0,6790,4.0,395000.0
173.0,3.0,4020,3.0,315000.0
173.0,3.0,4020,3.0,315000.0
187.0,3.0,1300,4.0,690000.0
183.0,4.0,4610,3.0,135000.0
195.0,4.0,1050,3.0,675000.0
156.0,5.0,2140,1.0,389000.0
183.0,4.0,4610,3.0,135000.0
77.0,2.0,4610,3.0,229000.0
223.0,3.0,8800,2.0,265000.0
170.0,3.0,3980,3.0,229000.0
107.0,3.0,1150,3.0,475000.0
180.0,3.0,9400,3.0,383000.0
235.0,3.0,9240,4.0,615000.0
157.0,3.0,2547,2.0,409000.0
150.0,4.0,4031,2.0,169000.0
187.0,3.0,1300,4.0,690000.0
194.0,4.0,1342,3.0,685000.0
155.0,3.0,7190,4.0,220000.0
100.0,2.0,6224,3.0,280000.0
355.0,4.0,3020,4.0,845000.0
358.0,5.0,1970,3.0,895000.0
125.0,2.0,6182,2.0,95000.0
190.0,5.0,5570,3.0,470000.0
107.0,3.0,1150,3.0,475000.0
146.0,3.0,2950,1.0,365000.0
120.0,2.0,4000,2.0,241000.0
170.0,4.0,9290,2.0,375000.0
173.0,3.0,4020,3.0,315000.0
200.0,5.0,6800,2.0,199000.0
188.0,5.0,8400,2.0,199000.0
100.0,3.0,7141,3.0,109000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
263.0,4.0,5310,3.0,450000.0
324.0,5.0,4500,4.0,550000.0
200.0,4.0,1050,2.0,795000.0
186.0,3.0,9400,2.0,249900.0
219.0,3.0,7390,3.0,225000.0
100.0,2.0,6224,3.0,280000.0
100.0,3.0,2850,2.0,285000.0
140.0,2.0,2600,2.0,335000.0
258.0,5.0,1190,2.0,559000.0
155.0,3.0,2600,2.0,640000.0
110.0,3.0,4000,2.0,179000.0
180.0,2.0,3380,4.0,277000.0
192.0,2.0,4031,2.0,249000.0
215.0,4.0,1400,4.0,515000.0
210.0,5.0,8301,2.0,535000.0
183.0,4.0,1600,2.0,369000.0
200.0,3.0,1700,4.0,398000.0
166.0,3.0,4170,4.0,215000.0
90.0,2.0,9820,4.0,379000.0
220.0,5.0,7090,4.0,475000.0
187.0,3.0,1300,4.0,690000.0
190.0,3.0,7300,2.0,245000.0
358.0,5.0,1970,3.0,895000.0
155.0,3.0,7190,4.0,220000.0
358.0,5.0,1970,3.0,895000.0
160.0,5.0,1420,2.0,249000.0
231.0,3.0,1190,2.0,355000.0
213.0,3.0,2200,2.0,329000.0
155.0,3.0,7190,4.0,220000.0
204.0,4.0,6238,4.0,545000.0
358.0,5.0,1970,3.0,895000.0
199.0,4.0,6927,4.0,163000.0
260.0,5.0,9450,3.0,479000.0
250.0,4.0,7700,2.0,235000.0
187.0,3.0,1300,4.0,690000.0
183.0,4.0,4610,3.0,135000.0
160.0,2.0,3680,3.0,325000.0
358.0,5.0,1970,3.0,895000.0
107.0,3.0,1150,3.0,475000.0
238.0,3.0,1140,2.0,495000.0
110.0,2.0,7700,2.0,165000.0
100.0,2.0,6224,3.0,280000.0
162.0,3.0,5070,3.0,175000.0
182.0,4.0,2660,2.0,375000.0
77.0,2.0,4610,3.0,229000.0
183.0,4.0,4610,3.0,135000.0
75.0,2.0,3700,2.0,139000.0
183.0,4.0,4610,3.0,135000.0
162.0,3.0,4170,4.0,250000.0
120.0,3.0,1830,2.0,300000.0
100.0,2.0,6224,3.0,280000.0
175.0,5.0,1650,4.0,575000.0
107.0,3.0,1150,3.0,475000.0
183.0,4.0,4610,3.0,135000.0
100.0,2.0,6224,3.0,280000.0
260.0,5.0,1400,3.0,875000.0
183.0,4.0,4610,3.0,135000.0
77.0,2.0,4610,3.0,229000.0
185.0,3.0,6834,4.0,499000.0
144.0,3.0,3920,3.0,264000.0
178.0,4.0,1653,3.0,419000.0
266.0,3.0,2490,3.0,310000.0
216.0,3.0,2520,4.0,625000.0
116.0,2.0,9000,2.0,329000.0
130.0,3.0,1640,2.0,425000.0
100.0,2.0,6224,3.0,280000.0
244.0,5.0,8000,2.0,585000.0
122.0,3.0,8310,4.0,385000.0
100.0,2.0,6224,3.0,280000.0
136.0,3.0,1790,2.0,385000.0
358.0,5.0,1970,3.0,895000.0
212.0,3.0,9700,3.0,298000.0
173.0,3.0,4020,3.0,315000.0
140.0,3.0,9600,2.0,199000.0
140.0,4.0,7730,4.0,339000.0
155.0,3.0,7190,4.0,220000.0
127.0,3.0,2800,2.0,285000.0
250.0,3.0,2970,3.0,820000.0
155.0,3.0,7190,4.0,220000.0
103.0,2.0,7971,2.0,50000.0
69.0,2.0,4100,2.0,185000.0
148.0,2.0,1650,2.0,299000.0
358.0,5.0,1970,3.0,895000.0
113.0,3.0,4040,3.0,135000.0
185.0,3.0,8800,4.0,590000.0
173.0,3.0,9290,3.0,299000.0
148.0,3.0,2300,3.0,275000.0
179.0,3.0,4420,2.0,189000.0
132.0,2.0,7140,3.0,139999.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
235.0,3.0,8310,3.0,450000.0
183.0,4.0,4610,3.0,135000.0
173.0,3.0,4020,3.0,315000.0
174.0,4.0,2920,4.0,245000.0
173.0,3.0,4020,3.0,315000.0
100.0,2.0,6224,3.0,280000.0
77.0,2.0,4610,3.0,229000.0
210.0,3.0,1367,3.0,295000.0
200.0,4.0,7170,3.0,285000.0
155.0,3.0,7190,4.0,220000.0
106.0,2.0,1400,2.0,140000.0
196.0,4.0,3012,4.0,230000.0
170.0,3.0,2200,2.0,395000.0
173.0,3.0,4020,3.0,315000.0
124.0,3.0,9200,2.0,229000.0
307.0,5.0,2860,4.0,650000.0
143.0,2.0,1850,2.0,297000.0
107.0,3.0,1150,3.0,475000.0
100.0,2.0,6224,3.0,280000.0
185.0,5.0,1982,4.0,630000.0
77.0,2.0,4610,3.0,229000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
212.0,3.0,9200,3.0,329000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
120.0,3.0,2950,4.0,470000.0
155.0,3.0,4420,4.0,229000.0
317.0,5.0,2223,2.0,395000.0
210.0,5.0,1200,2.0,745000.0
181.0,4.0,7170,4.0,425000.0
358.0,5.0,1970,3.0,895000.0
236.0,3.0,9500,3.0,169000.0
104.0,2.0,2230,3.0,185000.0
202.0,3.0,3945,4.0,475000.0
210.0,4.0,7370,2.0,299000.0
381.0,4.0,9000,2.0,690000.0
140.0,3.0,1440,4.0,395000.0
134.0,2.0,7134,2.0,130000.0
194.0,4.0,9620,2.0,225000.0
127.0,2.0,9600,2.0,109000.0
100.0,2.0,6224,3.0,280000.0
158.0,2.0,6001,2.0,129000.0
70.0,2.0,1850,2.0,199000.0
173.0,3.0,4020,3.0,315000.0
180.0,4.0,6230,2.0,175000.0
244.0,3.0,1082,2.0,420000.0
180.0,4.0,1480,4.0,645000.0
123.0,2.0,1600,4.0,449000.0
155.0,3.0,7190,4.0,220000.0
88.0,2.0,1380,2.0,229000.0
157.0,4.0,9130,3.0,255000.0
183.0,4.0,4610,3.0,135000.0
221.0,3.0,6700,3.0,355000.0
250.0,4.0,9470,3.0,299000.0
145.0,3.0,1745,4.0,385000.0
358.0,5.0,1970,3.0,895000.0
187.0,3.0,1081,2.0,375000.0
100.0,2.0,6224,3.0,280000.0
183.0,4.0,4610,3.0,135000.0
250.0,5.0,7950,3.0,250000.0
108.0,2.0,7340,2.0,150000.0
230.0,5.0,4480,2.0,249000.0
155.0,3.0,7190,4.0,220000.0
173.0,3.0,4020,3.0,315000.0
255.0,5.0,1070,4.0,739000.0
202.0,3.0,1780,3.0,495000.0
155.0,3.0,7190,4.0,220000.0
140.0,3.0,1315,3.0,280000.0
